313166	4947499	5.4
313256	4947539	6.05546
313346	4947579	1.31092
313436	4947619	-3.53362
313526	4947659	-1.67816
313616	4947699	1.3773
313706	4947739	9.63276
313796	4947779	7.88209
313886	4947819	5.33143
313976	4947859	3.08076
314066	4947899	1.7301
314156	4947939	3.09328
314246	4947979	5.35647
314336	4948019	8.31965
314426	4948059	11.5828
314516	4948099	9.7899
314606	4948139	7.097
314696	4948179	2.9041
314786	4948219	4.8112
314876	4948259	2.4182
314966	4948299	1.8192
315056	4948339	4.1202
315146	4948379	4.5212
315236	4948419	6.3221
315326	4948459	6.7231
315416	4948499	8.4241
315506	4948539	7.2239
315596	4948579	7.7238
315686	4948619	7.1236
315779	4948663	7.0062
312908	4948037	-2.5
312998	4948077	-3.598948
313088	4948117	1.4021
313178	4948157	4.70316
313268	4948197	2.80421
313358	4948237	3.90526
313448	4948277	3.19521
313538	4948317	3.38516
313628	4948357	3.37512
313718	4948397	-1.43493
313808	4948437	-4.14498
313898	4948477	-6.35503
313988	4948517	-7.36508
314078	4948557	-4.38125
314168	4948597	-2.59743
314258	4948637	-1.61361
314348	4948677	-1.9298
314438	4948717	-0.146
314528	4948757	-1.0682
314618	4948797	-1.8905
314708	4948837	-1.3128
314798	4948877	0.7649
314888	4948917	1.6426
314978	4948957	2.0204
315068	4948997	0.302
315158	4949037	-0.7164
315248	4949077	-1.2348
315338	4949117	-0.8531
315428	4949157	2.2285
315529	4949197	1.1491
312658	4948593	2.7
312749	4948632	3.446738
312840	4948671	0.193477
312931	4948710	-3.25978
313022	4948749	-4.11305
313113	4948788	-4.86631
313204	4948827	-6.21957
313295	4948866	-6.43746
313386	4948905	-3.85534
313477	4948944	-2.87323
313568	4948983	-3.09112
313659	4949022	-1.609
313750	4949061	-3.92689
313841	4949100	-6.34477
313932	4949139	-8.90928
314023	4949178	-8.27379
314114	4949217	-5.4383
314205	4949256	-3.60281
314296	4949295	-1.26732
314387	4949334	1.26817
314478	4949373	2.188
314569	4949412	3.0079
314660	4949451	4.8277
314751	4949490	4.1475
314842	4949529	2.1674
314933	4949568	1.1872
315024	4949607	0.8294
315115	4949646	0.9716
315206	4949685	3.1138
315293	4949735	4.4408
312418	4949131	0.1
312509	4949170	0.2640279
312600	4949209	2.5280557
312691	4949248	4.592084
312782	4949287	7.656111
312873	4949326	7.520139
312964	4949365	5.196044
313055	4949404	3.271948
313146	4949443	4.747853
313237	4949482	2.223757
313328	4949521	0.499662
313419	4949560	3.575566
313510	4949599	3.051471
313601	4949638	2.691231
313692	4949677	1.430992
313783	4949716	1.470752
313874	4949755	0.687389
313965	4949794	2.70402644
314056	4949833	4.820664
314147	4949872	4.606175
314238	4949911	3.991687
314329	4949950	3.6771987
314420	4949989	5.1627103
314511	4950028	4.077078
314602	4950067	1.891447
314693	4950106	1.405815
314784	4950145	-0.979817
314875	4950184	0.034551
314966	4950223	-1.851081
315048	4950274	-1.198859
312172	4949674	-2.4
312262	4949713	-4.340914
312352	4949752	-8.28183
312442	4949791	-12.12274
312532	4949830	-12.76366
312622	4949869	-8.70457
312712	4949908	-8.44548
312802	4949947	-7.6864
312892	4949986	-11.22492
312982	4950025	-10.16344
313072	4950064	-8.40196
313162	4950103	-4.04048
313252	4950142	-3.879
313342	4950181	-5.1175
313432	4950220	-7.756
313522	4950259	-9.3022
313612	4950298	-11.1483
313702	4950337	-8.9945
313792	4950376	-5.0283
313882	4950415	-3.1621
313972	4950454	-7.1959
314062	4950493	-5.5297
314152	4950532	-4.6635
314242	4950571	-5.4973
314332	4950610	-5.5311
314422	4950649	-7.721
314512	4950688	-9.3109
314602	4950727	-9.9009
314692	4950766	-12.5908
314790	4950816	-12.0558
314628	4947718	-4.6
314586	4947809	-5.9254955
314544	4947900	-4.150991
314502	4947991	-4.076486
314460	4948082	-2.701982
314418	4948173	-1.901959
314376	4948264	-2.901937
314334	4948355	-4.901914
314292	4948446	-8.501891
314250	4948537	-10.301869
314208	4948628	-13.51878
314166	4948719	-12.0357
314124	4948810	-13.25261
314082	4948901	-12.06952
314040	4948992	-12.38644
313998	4949083	-14.40335
313956	4949174	-15.6682
313914	4949265	-13.43305
313872	4949356	-11.6979
313830	4949447	-8.46275
313788	4949538	-9.17758
313746	4949629	-12.09241
313704	4949720	-14.70965
313662	4949811	-14.8269
313620	4949902	-14.94415
313578	4949993	-14.36139
313536	4950084	-13.57864
313494	4950175	-13.47032
313452	4950266	-10.662
313410	4950357	-9.35368
313368	4950448	-7.54537
