313166	4947499	3.31
313256	4947539	3.48
313346	4947579	-1.94
313436	4947619	-7.87
313526	4947659	-7.10
313616	4947699	-5.12
313706	4947739	2.47
313796	4947779	0.35
313886	4947819	-2.57
313976	4947859	-5.19
314066	4947899	-6.91
314156	4947939	-5.93
314246	4947979	-4.05
314336	4948019	-1.57
314426	4948059	1.47
314516	4948099	0.18
314606	4948139	-2.00
314696	4948179	-5.79
314786	4948219	-3.37
314876	4948259	-5.16
314966	4948299	-5.44
315056	4948339	-2.83
315146	4948379	-2.21
315236	4948419	-0.09
315326	4948459	0.52
315416	4948499	2.64
315506	4948539	1.65
315596	4948579	2.37
315686	4948619	1.98
315779	4948663	0.73
312908	4948037	-4.06
312998	4948077	-5.58
313088	4948117	-1.10
313178	4948157	1.48
313268	4948197	-1.15
313358	4948237	-0.67
313448	4948277	-1.55
313538	4948317	-1.23
313628	4948357	-1.02
313718	4948397	-5.31
313808	4948437	-7.31
313898	4948477	-8.81
313988	4948517	-9.10
314078	4948557	-5.80
314168	4948597	-3.90
314258	4948637	-2.89
314348	4948677	-3.49
314438	4948717	-1.89
314528	4948757	-2.70
314618	4948797	-3.36
314708	4948837	-2.73
314798	4948877	-0.59
314888	4948917	0.44
314978	4948957	0.77
315068	4948997	-0.59
315158	4949037	-1.36
315248	4949077	-1.52
315338	4949117	-1.09
315428	4949157	2.15
315529	4949197	2.08
312658	4948593	-0.15
312749	4948632	0.62
312840	4948671	-2.82
312931	4948710	-6.25
313022	4948749	-7.18
313113	4948788	-7.91
313204	4948827	-9.34
313295	4948866	-9.67
313386	4948905	-7.30
313477	4948944	-6.43
313568	4948983	-6.96
313659	4949022	-5.60
313750	4949061	-8.03
313841	4949100	-10.66
313932	4949139	-13.29
314023	4949178	-12.72
314114	4949217	-9.95
314205	4949256	-8.18
314296	4949295	-5.81
314387	4949334	-3.34
314478	4949373	-2.27
314569	4949412	-1.31
314660	4949451	0.66
314751	4949490	0.13
314842	4949529	-1.70
314933	4949568	-2.53
315024	4949607	-2.76
315115	4949646	-2.59
315206	4949685	-0.32
315293	4949735	0.95
312418	4949131	-0.84
312509	4949170	-2.22
312600	4949209	-1.50
312691	4949248	-0.98
312782	4949287	0.54
312873	4949326	-0.48
312964	4949365	-2.99
313055	4949404	-4.79
313146	4949443	-3.20
313237	4949482	-5.61
313328	4949521	-7.22
313419	4949560	-4.03
313510	4949599	-4.44
313601	4949638	-4.74
313692	4949677	-5.95
313783	4949716	-5.86
313874	4949755	-6.67
313965	4949794	-4.52
314056	4949833	-2.16
314147	4949872	-2.00
314238	4949911	-2.24
314329	4949950	-2.18
314420	4949989	0.12
314511	4950028	0.12
314602	4950067	-0.97
314693	4950106	-0.37
314784	4950145	-1.66
314875	4950184	0.44
314966	4950223	-0.35
315048	4950274	1.35
312172	4949674	0.67
312262	4949713	-1.13
312352	4949752	-4.94
312442	4949791	-8.64
312532	4949830	-9.14
312622	4949869	-4.95
312712	4949908	-4.55
312802	4949947	-3.66
312892	4949986	-7.16
312982	4950025	-6.06
313072	4950064	-4.27
313162	4950103	0.13
313252	4950142	0.32
313342	4950181	-0.88
313432	4950220	-3.48
313522	4950259	-5.19
313612	4950298	-7.19
313702	4950337	-5.20
313792	4950376	-1.40
313882	4950415	0.30
313972	4950454	-3.91
314062	4950493	-2.41
314152	4950532	-0.60
314242	4950571	-0.21
314332	4950610	0.97
314422	4950649	-0.04
314512	4950688	-0.45
314602	4950727	0.13
314692	4950766	-1.38
314790	4950816	0.40
314628	4947718	-3.64
314586	4947809	-4.96
314544	4947900	-3.07
314502	4947991	-2.78
314460	4948082	-1.09
314418	4948173	0.00
314376	4948264	-0.91
314334	4948355	-2.62
314292	4948446	-6.03
314250	4948537	-7.54
314208	4948628	-10.66
314166	4948719	-9.27
314124	4948810	-10.38
314082	4948901	-9.19
314040	4948992	-9.40
313998	4949083	-11.20
313956	4949174	-12.30
313914	4949265	-9.90
313872	4949356	-7.90
313830	4949447	-4.40
313788	4949538	-4.90
313746	4949629	-7.70
313704	4949720	-9.75
313662	4949811	-9.22
313620	4949902	-8.78
313578	4949993	-7.55
313536	4950084	-6.11
313494	4950175	-5.48
313452	4950266	-1.94
313410	4950357	-0.01
313368	4950448	2.13
